id,name
12415,Richard Matheson
8490,John Megna
160627,Jay Rasumny
1209678,Filomena Spagnuolo
59364,Julian Voloshin
2939219,Laura Lyons
2327950,Harrison Ressler
3086,Richard S. Castellano
3088,Sterling Hayden
3142,John Marley
3090,Richard Conte
3091,Al Lettieri
3144,Al Martino
3143,Rudy Bond
3145,Simonetta Stefanelli
27647,Angelo Infanti
24604,Corrado Gaipa
44860,Franco Citti
119431,Saro Urzì
106811,Lenny Montana
99724,John Martino
1195877,Salvatore Corsitto
20752,Alex Rocco
3414,Tony Giorgio
3413,Victor Rendina
82779,Vito Scotti
167363,Jeannie Linero
4111331,Ardell Sheridan
1209294,Don Costello
2870,Gray Frederickson
160621,Ron Gilbert
1233541,Sonny Grosso
20973,Louis Guss
1068099,Randy Jurgensen
55672,Tony King
61241,Tony Lip
106187,Lou Martini Jr.
100503,Raymond Martino
2313192,Carol Morley
1290895,Rick Petrucelli
1237372,Sal Richards
138211,Gabriele Torrei
78336,Nick Vallelonga
1234848,Conrad Yama
2,Mark Hamill
4,Carrie Fisher
5,Peter Cushing
12248,Alec Guinness
6,Anthony Daniels
130,Kenny Baker
24343,Peter Mayhew
24342,David Prowse
15152,James Earl Jones
33032,Phil Brown
131625,Shelagh Fraser
132538,Jack Purvis
216087,Alex McCrindle
69249,Eddie Byrne
47401,Drewe Henley
47698,Denis Lawson
17356,Garrick Hagon
162432,Jack Klaff
663,William Hootkins
58475,Angus MacInnes
151819,Jeremy Sinden
202276,Graham Ashley
42570,Don Henderson
12829,Richard LeParmentier
79489,Leslie Schofield
1729623,Michael Leader
1216947,David Ankrum
3044,Scott Beach
1271059,Lightning Bear
1271060,Jon Berg
1271061,Doug Beswick
199356,Paul Blake
1271062,Janice Burchette
1271063,Ted Burnett
1271064,John Chapman
1271065,Gilda Cohen
1178140,Tim Condren
186229,Barry Copping
1271066,Alfie Curtis
1271067,Robert Davies
104149,Maria De Aragon
1271068,Robert A. Denham
1271069,Frazer Diamond
53587,Peter Diamond
1271070,Warwick Diamond
1271071,Sadie Eden
1271072,Kim Falkinburg
202402,Harry Fielder
1271073,Ted Gagliano
1271074,Salo Gardner
1195602,Steve Gawley
1271075,Barry Gnome
252527,Rusty Goffe
1271076,Isaac Grand
1271078,Reg Harding
964699,Alan Harris
1271079,Frank Henson
1271081,Arthur Howell
1271082,Tommy Ilsley
4945,Joe Johnston
1148750,Linda Jones
201344,Joe Kaye
1271085,Colin Michael Kitchens
1271086,Melissa Kurtz
1190780,Tiffany Hillkurtz
190453,Al Lampert
1012562,Anthony Lang
1271092,Derek Lyons
1271095,Mahjoub
1271096,Alf Mangan
1271102,Grant McCune
1271104,Geoffrey Moon
1271106,Mandy Morton
1271107,Lorne Peterson
1183443,Marcus Powell
10657,Shane Rimmer
1271116,Pam Rose
110319,George Roubicek
1271121,Erica Simmons
1271122,Angela Staines
1271123,George Stock
1271124,Roy Straite
1271125,Peter Sturgeon
187398,Peter Sumner
1271126,John Sylla
390158,Tom Sylla
166258,Malcolm Tierney
7727,Phil Tippett
184980,Burnell Tucker
160947,Morgan Upton
161301,Jerry Walter
1271127,Hal Wamsley
1271128,Diana Sadley Way
24278,Bill Weston
1271131,Fred Wood
301657,Colin Higgins
1490615,Ron Tarr
227857,Anthony Forrest
1230632,John Cannon
4242581,Larry Ward
1452480,Eddie Eddon
19801,Rick McCallum
60207,Steve Williams
3799,Billy Dee Williams
7908,Frank Oz
33185,Jeremy Bulloch
151529,Jason Wingreen
27165,John Hollis
132539,Des Webb
70772,Kathryn Mullen
117714,Marjorie Eaton
20128,Clive Revill
10734,Kenneth Colley
740,Julian Glover
70417,Michael Sheard
47520,Michael Culver
1429986,John Dicks
24625,Milton Johns
1229839,Mark Jones
1221792,Oliver Maguire
1429987,Robin Scobey
8664,Bruce Boa
47808,Christopher Malcolm
1181937,Richard Oldfield
1430007,John Morton
79957,Ian Liston
7907,John Ratzenberger
1211845,Jack McKenzie
1270880,Jerry Harte
116123,Norman Chancer
1430038,Norwich Duff
1250671,Ray Hassett
1430048,Brigitte Kahn
202711,Bob Anderson
1473717,Richard Bonehill
1520024,Mark Capri
1355100,Martin Dew
1212168,Stuart Fell
1572549,Doug Robinson
2175140,Tony Smart
33403,Mac McDonald
1572550,Ralph McQuarrie
1230662,Ralph G. Morse
1229106,Terry Richards
4515,Treat Williams
185986,Shaun Curry
1729657,Alan Austen
1415957,Jim Dowdall
107700,Tom Egeland
1424954,Alan Flyng
1729660,Trevor Butterfield
2088545,Mercedes Burleigh
1430217,Jane Busby
1220323,Maurice Bush
151961,Tony Clarkin
219382,Mike Edmonds
1406400,Walter Henry
1230439,Paul Jerricho
2250902,Steven Meek
3307,Peter Roy
4091766,Stephanie English
4216135,Egbert Sen
3304181,Elaine Alexander
2487126,Colin Hunt
58208,Don Brochu
12989,Andrew Davis
2326451,Bob Herzberg
2176,Tommy Lee Jones
10764,Arnold Kopelson
5580,Peter Macgregor-Scott
1306735,Kenneth Turan
15189,Michelangelo Antonioni
18514,Asia Argento
4955,Dario Argento
4818,Roberto Benigni
206,Jim Carrey
2585,Eric Clapton
738,Sean Connery
1269,Kevin Costner
500,Tom Cruise
50,Catherine Deneuve
3392,Michael Douglas
12259,Vittorio Gassman
3776,Jean-Luc Godard
6818,Werner Herzog
227,William Hurt
108,Peter Jackson
2227,Nicole Kidman
8945,Kevin Kline
1,George Lucas
5676,Marcello Mastroianni
14812,Jeanne Moreau
514,Jack Nicholson
8487,Gregory Peck
3556,Roman Polanski
4012567,Vasco Rossi
45982,Alberto Sordi
488,Steven Spielberg
5064,Meryl Streep
1352,Jean-Louis Trintignant
15425,Neil Young
670,Ben Burtt
11184,Warwick Davis
10930,Irvin Kershner
2488,Alan Ladd Jr.
42269,Ken Ralston
19303,Kevin Smith
21702,Ming-Na Wen
491,John Williams
14668,Daphne Zuniga
10814,Wesley Snipes
18897,Jackie Chan
74375,Cynthia Rothrock
128191,Billy Blanks
87841,Benny Urquidez
109418,Ernie Reyes Sr.
141,David Carradine
2140901,Gary Kurtz
11837,Stuart Freeborn
1416398,Joshua L. Pearson
46432,George H. W. Bush
116341,Bill Clinton
95778,Dan Rather
1600264,Dan Quayle
117180,Tom Brokaw
113460,John Kerry
1230027,Pat Buchanan
1400110,R. Budd Dwyer
2926,Elsa Lanchester
80745,Lee Ving
86392,Jimi Hendrix
10080,JoBeth Williams
1523611,Jerry Brown
2847710,Dick Gephardt
15197,Sarah Miles
825,Stacy Keach
1166,Harris Yulin
27563,Amy Irving
160285,Granville Van Dusen
87744,Charles Weldon
1057896,Stanley Bennett Clay
152636,Tony Swartz
60196,John Carter
127396,Stephanie Faulkner
30848,Rayford Barnes
1188890,Sari Price
30979,Norbert Schiller
2782,Ian Wolfe
55892,Guy Raymond
98517,Don Eitner
160291,James Houghton
152727,J. Jay Saunders
3432147,Brent Jones
115086,William Challee
124848,Francis De Sales
2554584,Mark Saegers
182715,Wonderful Smith
3432148,Gary Lee Cooper
166120,Michelle Stacy
190652,Dennis Larson
1545893,Peter Haas
3432156,Brian Busta
3432157,Debbie Fresh
151318,Michael Swan
1185286,Chesley Sullenberger
4908582,Dani States
8256,Anne Heche
58899,Carly Schroeder
112,Cate Blanchett
8784,Daniel Craig
581,Michael Deeley
91520,Michiel Huisman
53714,Rachel McAdams
10959,Shia LaBeouf
8844,Lawrence Kasdan
15112,Tom Selleck
669,Norman Reynolds
7211,Deborah Nadoolman Landis
664,Frank Marshall
666,Douglas Slocombe
658,Alfred Molina
652,Paul Freeman
650,Karen Allen
655,John Rhys-Davies
653,Ronald Lacey
1889722,Kit West
711,Robert Watts
489,Kathleen Kennedy
83791,Michael D. Moore
690,Ke Huy Quan
689,Kate Capshaw
741,River Phoenix
656,Denholm Elliott
739,Alison Doody
15358,Vic Armstrong
691,Amrish Puri
8943,George Gibbs
693,Roshan Seth
687,Gloria Katz
686,Willard Huyck
493,Michael Kahn
35207,Richard Darbois
1023483,Phoebe Waller-Bridge
1603423,Jonathan Barré
78221,Romain Lévy
5415675,Romain Dasnoy
3847917,Julien Dumont
2150931,Marc-Antoine Bressand
1715736,Florent Bernard
231778,Tristan Schulmann
1198496,Drew Struzan
41249,Tess Harper
23627,Patricia Kalember
6564,Lawrence Pressman
4443,Christopher McDonald
53931,Sandy Martin
2391828,Kathy Trageser
16178,Rick Baker
11181,Kenneth Branagh
14639,Mel Brooks
3037,Richard Dreyfuss
10222,Roger Moore
10223,Jane Seymour
3265,Eli Wallach
7879,John Lasseter
9979,Peter Coyote
4951,Robert Dalva
154,Walter Murch
44950,Richard Schickel
12677,Matthew Robbins
63714,Ronald Colby
8750,Caleb Deschanel
3974,Miloš Forman
19862,Lucy Fisher
1310,Saul Zaentz
3097,Gordon Willis
648,Philip Kaufman
2871,Fred Roos
10965,Chris Columbus
190,Clint Eastwood
4726,Marcia Gay Harden
68212,Carroll Ballard
12897,Steve Jobs
7087,Brad Bird
4517,Joe Pesci
11483,Catherine Scorsese
1006721,Charles Scorsese
11477,Ray Liotta
9560,Ellen Burstyn
179215,Zina Bethune
72861,Robbie Robertson
2556,Amy Robinson
1970993,Father Francis Principe
2554,Mardik Martin
11472,Irwin Winkler
14393,Jay Cocks
1970997,Carrie Ricky
3769,Michael Ballhaus
10767,Barbara Hershey
7163,Nicholas Pileggi
2559324,Beth Lane
2559325,Lea Madda
20215,Billy Campbell
2130,Cary Elwes
41381,Sadie Frost
20766,Richard E. Grant
10295,James V. Hart
4173,Anthony Hopkins
64,Gary Oldman
1413509,Gene Warren Jr.
1567317,Christopher Warren
151007,Peter Ramsey
1892,Matt Damon
13240,Mark Wahlberg
21657,Vera Farmiga
18472,Kevin Corrigan
18473,James Badge Dale
2482,David O'Hara
6576,Mark Rolston
4733,Robert Wahlberg
18475,Kristen Dalton
18476,Thomas B. Duffy
18477,Richard Hughes
63296,J.C. MacKenzie
951993,Mary Klug
2191244,Peg Holzemer
1203261,Robert 'Toshi' Kar Yuen Chan
185705,Gurdeep Singh
1184209,Armen Garo
1939442,Joseph Riccobene
1218180,Billy Smith
1610941,Lyman Chen
2191245,Kevin P. McCarthy
1861185,Chris Fischer
1434599,Brian Smyj
77025,William Severs
1182724,Larry Mitchell
1756992,Anthony Estrella
3357479,Andrew Breving
2191249,Tracey Paleo
155535,Douglas Crosby
19488,Dorothy Lyman
77100,Audrie Neenan
4344190,Frank Mallicoat
4344191,Paula DeMers
82754,Conor Donovan
4344193,Amanda Lynch
4344194,Sallie Toussaint
51666,Patrick Coppola
122260,Mick O'Rourke
3222051,Deborah Carlson
177898,Nellie Sciutto
4344199,Peter Welch
1428152,Henry Yuk
1616719,Dennis Lynch
1947524,Michael Byron
2501104,William Lee
1000883,John Rue
4344203,Peter Crafts
7531,Joseph P. Reidy
93752,John Farrer
4344205,Paris Karounos
10138,Brian Haley
2257,Terry Serpico
170240,Jay Giannone
1648131,John Polce
1933049,Bo Cleary
187812,David Conley
2773114,Victor Chan
1455497,Jill Brown
1808636,Sarah Fearon
2012316,Denece Ryland
4344213,Daniel F. Risteen Jr.
4344214,Francis P. Hughes
1083451,Johnny Cicco
17194,Chance Kelly
42290,Shay Duffin
4344215,John McConnell
4344219,Kenneth Stoddard
4344220,Jeffrey Winter
1310502,Paddy Curran
1676797,Mark Philip Patrick
1711562,David Fischer
4344222,Walter Y.F. Wong
4344224,Tony M. Yee
1674603,Francesca Scorsese
4344227,Alex Morris
45648,Emma Tillinger Koskoff
1116907,Craig 'Radio Man' Castaldo
1011669,Takumi Bando
1221663,Eric Bruno Borgman
1422337,Brendan Burke
204711,Chris Chinn
1371552,Jeffrey Corazzini
1198454,Jim Ford
1277520,Trudi Goodman
580695,Steve Lord
1385443,Jack McCullough
205231,Osmani Rodriguez
1297402,Lawrence Cameron Steele
1366927,Conor Timmis
1360008,Joseph Oliveira
1519595,Adam Masnyk
928638,John Franchi
1507846,Paul McGillicuddy
583838,Kim Carrell
99688,Rebecca Love
1897,Bernie Mac
77896,Bill Bellamy
2632,Chris Rock
85931,D.L. Hughley
1895,Carl Reiner
1884,Steven Soderbergh
1271,Andy Garcia
1896,Don Cheadle
54423,Joe Torry
51944,Mike Epps
74036,Tom Arnold
9780,Angela Bassett
6941,Cameron Diaz
8691,Zoe Saldaña
98087,Kellita Smith
1222948,Camille Winbush
1214875,Warren Hutcherson
59164,Ali LeRoi
2837376,Je'niece McCullough
935545,Rhonda McCullough
170497,Norman Lear
4491,Jennifer Aniston
56322,Amy Poehler
6944,Octavia Spencer
78303,Jimmy Kimmel
1461,George Clooney
2104697,Asante Blackk
1298360,Laverne Cox
1720041,Isabella Gómez
4570,Emily Hampshire
13299,Rita Moreno
1137367,Patricia Williams
1099717,Jay Pharoah
3026,Rob Reiner
1524033,Aida Rodríguez
552139,George Wallace
40462,Kristen Bell
1411596,Ledisi
95517,Justina Machado
93527,Kelly Rowland
1187106,Amber Stevens West
200624,Michelle Williams
1224841,Mo Willems
111513,Yvette Nicole Brown
25147,Tony Hale
76094,Oscar Nuñez
1492327,Cameron Esposito
64185,Joey Mazzarino
50463,Malin Åkerman
12021,Mia Farrow
9278,Jennifer Garner
35705,Regina Hall
15852,Ashley Judd
59175,Blake Lively
1981,Alfre Woodard
1456640,Ronan Farrow
109,Elijah Wood
1327,Ian McKellen
110,Viggo Mortensen
1333,Andy Serkis
114,Orlando Bloom
1369,Bernard Hill
502,Miranda Otto
1330,Dominic Monaghan
1329,Billy Boyd
113,Christopher Lee
882,Liv Tyler
1371,David Wenham
1370,Brad Dourif
1372,Karl Urban
1332,Craig Parker
173431,Bruce Allpress
29094,John Bach
1366,Sala Baker
173451,Jed Brophy
1892757,Sam Comery
1356914,Calum Gittins
1511634,Phil Grieve
1214345,Bruce Hopkins
2082663,Paris Howe Strewe
41784,Nathaniel Lees
76851,John Leigh
76834,Robbie Magasiva
125938,Robyn Malcolm
29082,Bruce Phillips
129394,Robert Pollock
941439,Olivia Tennet
156371,Raymond Trickitt
1440014,Stephen Ure
1201351,Billy Jackson
2082669,Katie Jackson
1201337,Victoria Beynon-Cole
2082666,Lee Hartley
2155635,Frazer Anderson
1641201,Ben Barrington
2082709,Jarl Benzon
2082697,Jørn Benzon
173500,Owen Black
2082710,Dorothy Anne Bonner
2082679,Ben Britton
2082708,Riley Brophy
186469,Alistair Browning
571568,Alix Bushnell
1447518,Sean Button
1964391,Ryan Carey
1628130,Rodney Cook
1079558,Augie Davis
1774435,Mana Hira Davis
1434944,Shane Dawson
558300,Karlos Drinkwater
132632,Aron Eastwood
1064428,Frank Edwards
2095537,Clint Elvy
1475104,Alexia Fairbrother
2082714,Daniel Falconer
1140092,Siaosi Fonua
2082662,Kester Fordham
2595022,Michael Fowler
1439931,Ben Fransham
2082718,Frank Goldingham
2505313,Winham Hammond
2082755,Jonathan Harding
1232268,Lucas Hayward
1373,Dan Hennah
1292753,Jason Hood
1802028,Lani Jackson
2082695,Gareth Jensen
2082705,Sam Kelly
67134,Richard Knowles
1674266,Sandro Kopp
2082762,Sam La Hood
2553583,Don Langridge
2531569,Michael Lawrence
1320,Alan Lee
1349014,Dra McKay
1201399,Joseph Mika-Hunt
1947882,Dean Morganty
2082731,Henry Mortensen
1702561,Francis Mountjoy
1382,Paul Norell
123,Barrie M. Osborne
132639,Allan Poppleton
235023,Gareth Reeves
1016177,Miranda Rivers
1399823,Campbell Rousselle
1340023,Matthew J. Saville
2082732,Samuel E. Shore
1484140,Allan Smith
2082734,Greg Tozer
236710,Piripi Waretini
226504,Tim Wong
1097645,John Wraight
1961636,Kelley Kerr Young
122356,Robert Young
1232250,Caleb Ross
48,Sean Bean
1381,John Noble
65,Ian Holm
20982,Marton Csokas
1365,Lawrence Makoare
1590835,Brent McIntyre
2032189,Peter McKenzie
1217771,Mark Ferguson
122441,Harry Sinclair
585902,Noel Appleby
2231244,Megan Edwards
965278,Sarah McLeod
1142191,David Weatherley
7255,Ian Mune
1590834,Michael Elsworth
5540,Cameron Rhodes
173370,Martyn Sanderson
1367,Alan Howard
2082763,Chris Streeter
1201342,Jonathan Jordan
2082764,Semi Kuresa
1361093,Clinton Ulyatt
2082765,Paul Bryson
2082766,Lance Fabian Kemp
2082767,Jono Manks
2082768,Ben Price
2612649,Chris Ryan
105584,Bret McKenzie
2832838,Betty Adams
67126,Timothy Bartlett
2832843,Bob Blackwell
2832859,David Houma
2832881,Jo Surgison
2082772,Liz Merton
2082770,Zo Hartley
2082753,Norman Cates
2700505,Jeff Kingsford-Brown
2832869,Marta Martí
2295305,Phoebe Gittins
2082771,Taea Hartwell
25134,Shane Rangi
1440657,Paul Shapcott
1390005,Larry Rew
8682,Gino Acevedo
2082756,Xander Forterie
2832872,Richard Maybery
1193021,Sabine Crossen
1424596,Matt Appleton
2832876,Blair Morton
2089833,Ray Henwood
2832861,Ralph Johnson
2537855,Tim Kano
2832866,Sacha Lee
1383,Thomas Robins
1452721,Randall William Cook
582967,Rachel Clentworth
2832870,Sharon Maxwell
2060839,David J. Muzzerall
2832858,Warren Green
2832863,Stu Johnson
1771750,Peter Lyon
1226770,Peter Daube
565361,Rodney Bane
2832880,Ken Stratton
2832842,Lynden Berrymen
2832845,Tack Daniel
2832897,Branko Dordevich
2832865,Greg Lane
235025,Tim McLachlan
2832875,Greg Morrison
1399794,Andrew Munro
15296,Grant Roa
1828292,Vincent Roxburgh
2832879,Mike Stearne
1200415,Andrew Stehlin
1972757,Daniel Andrews
1739002,Ali Astin
1440015,Maisy McLeod-Riera
1668317,Sadwyn Brophy
2089079,Richard Edge
1186354,Jason Fitch
75256,Ian Hughes
1336161,Todd Rippon
186448,Peter Tait
41785,Joel Tobeck
173384,Ross Duncan
7249,Pete Smith
2089117,Jane Abbott
2089118,Aidan Bell
2089102,Emma Deakin
1313,Andrew Lesnie
1477006,Rick Porras
1419579,Christian Rivers
1378828,Michael Semanick
117,Howard Shore
15869,John Stephenson
1323,Richard Taylor
1191103,Royd Tolkien
93110,Pia Miranda
4764424,Jock Ferguson
2753667,Jock Ferguson
3001672,Michael Drout
4764432,Susan Doran
4764436,David Loades
214372,Theodore Roosevelt
4764439,Tweed Roosevelt
4764442,Michael Zuckerman
1127372,Czar Nicholas II of Russia
2858189,Tsarina Alexandra
1183700,Richard Pipes
1135824,Vladimir Lenin
2593939,Lynette Nusbacher
4764458,James M. McPherson
128,Philippa Boyens
10279,Adolf Hitler
1116399,Winston Churchill
4764467,Bob Doe
4764471,Gary Moulton
4764474,Tenzing Norgay
1280248,Edmund Hillary
4764482,Broughton Coburn
3138578,Jamling Tenzing Norgay
4764494,Allen Counter
4764496,Robert Peary Stafford
37625,Andrew Garfield
65731,Sam Worthington
4937,Vince Vaughn
20374,Teresa Palmer
972356,Luke Bracey
3052,Rachel Griffiths
1213279,Ryan Corr
12206,Richard Roxburgh
61784,Goran D. Kleut
61907,Luke Pegler
56450,Firass Dirani
2229725,Michael Sheasby
1483257,Nathaniel Buzolic
81480,Ori Pfeffer
123879,Matt Nable
1709868,Jacob Warner
1706653,Richard Pyros
1706654,Ben Mingay
1510769,Harry Greenwood
1709869,Damien Thomlinson
75264,Robert Morgan
1667883,Milo Gibson
1709870,John Batziolas
1709872,Charles Jacobs
1394235,Ben O'Toole
139780,James Lugton
3071846,Kasia Stelmach
1238232,Tim McGarry
152548,Tyler Coppin
1643129,Dennis Kreusler
1414764,Nico Cortez
9443,Helmut Bakaitis
1275904,Benedict Hardie
3067900,Darcy Bryce
117314,Philip Quast
1112872,James Mackay
110516,Sam Parsonson
1976124,James O'Connell
1533328,Sean Lynch
1594403,Hayden Geens
1508690,Tim Potter
1501855,Santo Tripodi
1687370,Nobuaki Shimamoto
1725125,Laurence Brewer
1394433,Hiroshi Kasuga
1009367,Yuki Nagashima
1179405,Taki Abe
1394450,Taka Uematsu
1394451,Yoji Tatsuta
2109069,Thomas Unger
2298746,John Cannon
2591607,Georgia Adamson
4461202,Andrew Sears
1789990,Jim Robison
4461205,Nathan Baird
4461206,Samuel R. Wright
1709871,Mikael Koski
4461208,Troy Pickering
4461209,James Moffett
4461196,Roman Guerriero
2373417,Jarin Towney
4461197,Richard Platt
4461198,Laura Buckton
2652031,Anthony Rizzo
1828715,Simon Edds
4461199,Thatcher McMaster
2699101,Josh Dean Williams
4461214,Andrew Hansch
4461216,Craig Reeves
4461217,Adrian Twigg
4461218,Luke McMahon
4461219,Bill Thompson
2533562,William Takayanagi-Temm
4461221,Kazuaki Ono
4461223,Eric Taugherbeck
4461224,Ned Law
4461225,Kazuki Yuyama
4461227,Daisaku Takeda
3766690,Raphael Sikic
4461229,Ryuzaburo Naruse
1939059,Adam Bowes
4461230,Michael Hennessy
2781982,Benjamin McCann
4461233,Daniel Thone
3128299,Nathan Halls
4461234,Nicholas Cowey
3232671,Charles Upton
4461235,Toshiyuki Teramoto
4461236,Honsen Haga
1445876,Milan Pulvermacher
1476970,Yasushi Asaya
4007360,Jeremy Costello
2461,Mel Gibson
87778,Salvatore Antonio
1447280,Carolina Bartczak
2349592,Cody Black
88620,Lauren Collins
2588394,Jason Díaz
101251,Ennis Esmer
2166308,Genevieve Kang
1072798,Robert B. Kennedy
2349593,Rufio Luey
1887800,Brandon McKnight
1658287,Brock Morgan
6968,Hugh Jackman
3894,Christian Bale
3895,Michael Caine
15555,Piper Perabo
15556,Rebecca Hall
1580598,Samantha Mahurin
7487,David Bowie
177765,Daniel Davis
120560,Jim Piddock
58860,Christopher Neame
19541,Mark Ryan
16407,Roger Rees
111195,Jamie Harris
1476065,Monty Stuart
125024,Ron Perkins
10743,Ricky Jay
4870534,J. Paul Moore
144162,Anthony De Marco
995587,Chao-Li Chi
3171808,Gregory Humphreys
228954,John B. Crye
938390,William Morgan Sheppard
4860682,Sean Howse
2053053,Julia Sanford
59285,Ezra Buzzington
178557,James Lancaster
4870541,Olivia Merg
4870542,Zoe Merg
102413,Johnny Liska
1219579,Kevin Will
84249,Edward Hibbert
2472344,Christopher Judges
58473,James Otis
42691,Sam Menning
1225872,Brian Tahash
2074999,Scott Davis
170756,Jodi Bianca Wise
4870556,Nikki Glick
34904,Enn Reitel
3458268,Clive Kennedy
82929,Robert W. Arbogast
91267,Chris Cleveland
1388591,Rock Anthony
1028426,Tim Pilleri
1580574,Gary Sievers
1511113,Inna Swann
1513992,Erin Cipolletti
525,Christopher Nolan
15554,Christopher Priest
15327,Nathan Crowley
559,Wally Pfister
567973,Joan Bergin
527,Jonathan Nolan
4360181,Samira Hashi
234807,Chad Gilbert
931162,Jack Antonoff
234804,Jordan Pundik
234805,Ian Grushka
234808,Cyrus Bolooki
234806,Steve Klein
69597,Drew Barrymore
16851,Josh Brolin
216674,Hillary Clinton
11669,Jimmy Fallon
56323,Tina Fey
62831,Will Forte
13242,Paul Giamatti
17052,Topher Grace
19278,Bill Hader
58954,Darrell Hammond
62856,Seth Meyers
452205,Bobby Moynihan
492716,Sarah Palin
51382,Chris Parnell
52792,Maya Rudolph
52117,Horatio Sanz
58224,Jason Sudeikis
77330,Kenan Thompson
12111,Justin Timberlake
41091,Kristen Wiig
83872,Casey Wilson
40389,Bernadette Peters
221611,Jonathan Groff
3664,Sandra Bernhard
10739,Bebe Neuwirth
182287,John Barrowman
78729,Nathan Lane
216676,Sutton Foster
63978,Jodi Benson
155209,Matthew Morrison
62050,Paige O'Hara
108917,Cady Huffman
40173,Robert Morse
18998,Rosemary Harris
60136,Gary Beach
146748,Megan Hilty
120826,Christian Borle
1911194,Gavin Creel
944176,Donna McKechnie
76742,Marissa Jaret Winokur
45651,Kelli O'Hara
12929,Rosie O'Donnell
52462,Betty Buckley
44845,Elizabeth Ashley
66776,Liza Minnelli
45566,Roger Bart
51390,Emily Bergl
56523,Laura Bell Bundy
66221,Tyne Daly
8212,Peter Gallagher
6165,Anthony Rapp
86128,Susan Egan
2517,Donna Murphy
212828,Cheyenne Jackson
520,Sarah Jessica Parker
12074,John Lithgow
1727276,Wayne Cilento
1217265,Randy Graff
1087696,Martin Charnin
1229800,Robert Lopez
66780,John Kander
1389892,Jerry Herman
231713,Cameron Mackintosh
193141,Mary Testa
3110838,Hunter Foster
17489,Lillias White
1198460,Linda Eder
1025686,Rick McKay
1043858,André De Shields
170918,Priscilla Lopez
56689,LaChanze
1022885,Will Swenson
130231,Brian Stokes Mitchell
128057,Ricky Martin
155792,Roz Ryan
88966,Billy Porter
19610,Michael Crawford
15838,Lea Salonga
17736,Adam Pascal
17114,John Cameron Mitchell
35518,Harry Groener
41505,Faith Prince
187565,Audra McDonald
41640,Tovah Feldshuh
8924,Frank Langella
6461,Estelle Parsons
1956,Cherry Jones
1179651,Lin-Manuel Miranda
8447,Jeff Daniels
4756,Matthew Broderick
4785,Jeff Goldblum
16940,Jeremy Irons
728,Kelly Bishop
19576,Richard Thomas
20747,Joanna Gleason
61880,Lucie Arnaz
13314,Dana Ivey
22133,Jack Noseworthy
37421,James Naughton
1338266,2 Chainz
2136301,Lil Baby
1374727,Cristela Alonzo
66555,Whitney Cummings
1957145,Kaia Gerber
964843,Michelle Obama
1706314,Charlamagne tha God
14991,Jay Leno
49920,Willow Smith
12898,Tim Allen
2746017,Larry Hogan
2768431,Ann Romney
1229137,Cindy McCain
1100,Arnold Schwarzenegger
16828,Chris Evans
103,Mark Ruffalo
71580,Benedict Cumberbatch
1136406,Tom Holland
172069,Chadwick Boseman
543261,Karen Gillan
91606,Tom Hiddleston
6162,Paul Bettany
550843,Elizabeth Olsen
53650,Anthony Mackie
60898,Sebastian Stan
17605,Idris Elba
82104,Danai Gurira
22970,Peter Dinklage
30082,Benedict Wong
139820,Pom Klementieff
543530,Dave Bautista
12835,Vin Diesel
51329,Bradley Cooper
73457,Chris Pratt
12052,Gwyneth Paltrow
1121,Benicio del Toro
51663,Sean Gunn
1083010,Letitia Wright
236696,Terry Notary
29240,Tom Vaughan-Lawlor
1308445,Carrie Coon
1379821,Michael James Shaw
1447932,Winston Duke
139900,Florence Kasumba
62105,Kerry Condon
102744,Monique Ganderton
1649152,Jacob Batalon
211937,Tiffany Espensen
1517836,Isabella Amara
212003,Ethan Dizon
1767250,Ariana Greenblatt
1448180,Ameenah Kaplan
555249,Ross Marquand
1779567,Michael Anthony Rogers
5552,Stephen McFeely
964421,Aaron Lazar
97844,Robert Pralgo
2031105,Olaniyan Thurmon
1003792,Blair Jasin
1480027,Matthew Zuk
2105647,Laura Miller
71189,Cobie Smulders
2234460,Harrison Osterfield
2260935,Gary Peebles
1979170,Marija Abney
1979176,Zola Williams
1979183,Marie Mouroum
1787408,James Siderits
2466761,Precious Jenkins
2991107,Bobby James
4442307,Lady Cardinal
3202311,Tanya Wheelock
2559822,Robert Tinsley
2155,Thora Birch
7796,Illeana Douglas
113674,Victoria Alonso
12891,Joss Whedon
5656,Noah Baumbach
1023139,Adam Driver
4784,Laura Dern
17604,Jeremy Renner
22226,Paul Rudd
60073,Brie Larson
19034,Evangeline Lilly
62561,Tessa Thompson
14343,Rene Russo
21134,John Slattery
3063,Tilda Swinton
15277,Jon Favreau
39459,Hayley Atwell
524,Natalie Portman
55934,Taika Waititi
1160,Michelle Pfeiffer
1817,Linda Cardellini
1018947,Maximiliano Hernández
81685,Frank Grillo
9195,Hiroyuki Sanada
19655,James D'Arcy
4135,Robert Redford
2296235,Lexi Rabe
19272,Joe Russo
1028454,Emma Fuhrmann
1760879,Ben Sakamoto
2267329,Ava Russo
1924769,Cade Woodward
208296,Callan Mulvey
2297907,Lia Mariella Russo
2378191,Julian Russo
163768,Taylor Patterson
2378192,Agostino Rosalina
83586,Ken Jeong
17181,Ty Simpkins
2020904,Jackson A. Dunn
1468400,Lee Moore
2298443,Bazlo LeClair
2298444,Loen LeClair
3217697,Matthew Berry
1475235,Joy McAvoy
1442722,John Michael Morris
